User ID,User Name,User Birthdate,User Creation,User Email,User Phone,User Address,User Country
b2f0d6cb-d67d-4782-9d98-4389d6b53e4a,Joana Carvalho,31/05/1990 14:43:54,27/04/2023 08:21:56,Joana_Carvalho@bol.com.br,+55 (9) 6970-5244,844 Saraiva Alameda Lote 04,Brasil
102d6c17-0802-4cca-9da4-084257a485e8,Manuela Franco,12/07/1965 21:19:07,28/04/2023 21:38:26,Manuela_Franco@hotmail.com,+55 (9) 0867-5704,9035 Meire Marginal Quadra 95,Brasil
3e22e7f4-0d0d-4a2d-bff1-e8a6e5030acd,Víctor Batista,06/05/2000 11:44:21,27/04/2023 06:17:48,Vctor_Batista@yahoo.com,+55 (9) 7353-0570,75573 Henrique Alameda Apto. 722,Brasil
35894969-7794-47c3-acd0-1735726be01e,Dr. Dalila Franco Filho,13/07/1993 15:16:38,27/04/2023 11:31:57,Dalila_Franco81@yahoo.com,+55 (9) 1132-4133,104 Nogueira Rua Sobrado 99,Brasil
9e3bf913-5a5e-428f-b7e8-53666260d7b1,Pedro Xavier,27/12/1968 15:24:16,27/04/2023 21:31:27,Pedro_Xavier86@hotmail.com,+55 (9) 8599-3637,610 Ana Luiza Travessa Quadra 20,Brasil
95e3013d-a537-4661-bc83-25faedf3e297,Miguel Albuquerque,03/12/1976 13:59:14,28/04/2023 19:32:16,Miguel75@yahoo.com,+55 (9) 4079-4866,881 Pereira Rodovia Casa 2,Brasil
df06d5bd-8554-49e8-986e-d3c93b5956c8,Isabelly Carvalho,30/10/1968 01:55:43,28/04/2023 01:54:43,Isabelly49@hotmail.com,+55 (9) 6928-2766,24996 Carvalho Marginal Sobrado 23,Brasil
fd579378-0952-4d61-9c2e-43048db94668,Roberto Braga,29/06/1950 04:22:24,28/04/2023 19:36:31,Roberto.Braga26@hotmail.com,+55 (9) 7278-8667,290 Lívia Avenida Sobrado 88,Brasil
27a9a739-227e-4a23-88d8-7eadba2394f2,Joana Santos,19/12/1954 04:52:31,27/04/2023 08:35:01,Joana.Santos14@gmail.com,+55 (9) 7988-6718,109 Saraiva Marginal Lote 93,Brasil
4cb8939a-0fd6-445c-84f2-245dc276936f,Janaína Martins,20/06/1992 02:03:24,27/04/2023 02:37:50,Janana87@gmail.com,+55 (9) 8117-6919,50998 Valentina Alameda Quadra 00,Brasil
1e187351-86cd-4349-95ca-ce9917bdca96,Rafaela Souza,15/05/1982 08:07:22,26/04/2023 22:56:02,Rafaela.Souza53@gmail.com,+55 (9) 0493-3779,21741 Maria Cecília Avenida Quadra 77,Brasil
052f1abd-e7f0-47fe-bcaa-21914c31776a,João Lucas Reis,10/08/1959 11:02:20,27/04/2023 12:05:37,JooLucas52@gmail.com,+55 (9) 6931-1070,040 Franco Rodovia Casa 0,Brasil
690ee65c-c157-4285-a72c-023d8c0922b3,Sirineu Reis,15/07/1980 17:49:58,28/04/2023 15:38:26,Sirineu77@yahoo.com,+55 (9) 2702-5663,2127 Barros Travessa Lote 60,Brasil
7bc32900-cff6-4b76-92e4-d6479deed9a8,Enzo Gabriel Braga Neto,06/12/1943 20:28:23,28/04/2023 10:46:27,EnzoGabriel.Braga43@live.com,+55 (9) 1000-4719,68125 Maria Alameda Casa 7,Brasil
88a36fab-ed8e-4c6e-8a5e-8b07f53aab47,Ígor Moreira,19/11/1946 10:37:46,28/04/2023 18:42:12,gor_Moreira59@hotmail.com,+55 (9) 7736-0125,3978 Moraes Rua Casa 7,Brasil
f0e95e98-913a-467b-bf6e-9bd08fa1f538,Murilo Silva,19/10/1988 10:17:59,27/04/2023 02:08:07,Murilo_Silva54@gmail.com,+55 (9) 5735-5789,38795 Rebeca Travessa Sobrado 26,Brasil
dce3b1f4-9fd3-485a-a41f-e8cce07b223e,Antônio Reis,15/07/1966 00:12:05,27/04/2023 10:03:21,Antnio61@bol.com.br,+55 (9) 5426-0949,956 Pereira Travessa Lote 99,Brasil
54c0eacd-6b0a-40fe-8ef1-939feef7f266,Eduarda Carvalho,23/06/1976 03:46:34,27/04/2023 16:10:47,Eduarda.Carvalho6@gmail.com,+55 (9) 0398-6040,00809 Alexandre Alameda Quadra 57,Brasil
2ac9de14-042b-43ff-9e82-6f49a29590e4,Ladislau Reis,05/06/1977 08:54:29,27/04/2023 19:40:11,Ladislau90@hotmail.com,+55 (9) 2008-6728,00884 Nogueira Alameda Lote 30,Brasil
e86f1880-7a60-479e-b59b-541fdb59aaa7,Elisa Franco,22/04/2005 05:02:04,27/04/2023 16:19:13,Elisa.Franco@hotmail.com,+55 (9) 5779-1783,501 Silva Marginal Sobrado 15,Brasil
7c9f356d-2c34-4f66-84f4-3b6f2f3f4f01,Yago Silva,06/12/1948 23:56:49,27/04/2023 17:02:15,Yago.Silva43@live.com,+55 (9) 2548-9532,22575 Reis Marginal Sobrado 73,Brasil
27b214b1-0ace-4cd0-ab5d-201a1deefae6,Dalila Santos,02/06/1971 23:58:06,27/04/2023 12:13:06,Dalila.Santos@yahoo.com,+55 (9) 6170-0017,266 Nogueira Travessa Sobrado 66,Brasil
9787b0d8-ac9a-4058-af4e-fe1ee1111694,Sr. Lorena Reis,11/01/1996 07:35:20,28/04/2023 20:28:40,Lorena.Reis42@hotmail.com,+55 (9) 9449-4103,08520 Isabel Travessa Lote 96,Brasil
2376a57c-1d36-4b4b-84f3-7c814ed25172,Pedro Henrique Martins,12/08/1960 17:41:28,28/04/2023 18:51:28,PedroHenrique_Martins@gmail.com,+55 (9) 5905-0955,889 Suélen Travessa Quadra 55,Brasil
ecc930ab-0d8f-455d-95c9-f881eb020541,Ana Luiza Moraes,06/02/1980 10:49:18,28/04/2023 17:54:04,AnaLuiza_Moraes26@hotmail.com,+55 (9) 1142-1095,4382 Fabiano Travessa Casa 2,Brasil
8286cee1-9729-4ed5-bb5b-c0508001cb1b,Ricardo Braga,11/06/1981 03:04:55,27/04/2023 07:53:50,Ricardo24@gmail.com,+55 (9) 0352-0521,3439 Roberta Avenida Lote 30,Brasil
ab3fafb9-66e9-4cf9-aac6-e4c440911ece,Vitória Souza Neto,07/09/2000 02:25:30,27/04/2023 06:53:48,Vitria.Souza@hotmail.com,+55 (9) 6245-7771,0227 Alessandra Marginal Quadra 56,Brasil
5d22687b-c4ba-4645-9dfe-77cc0e8afe0b,Joana Nogueira,29/02/1956 10:16:20,27/04/2023 19:22:21,Joana.Nogueira26@live.com,+55 (9) 7741-4450,449 Souza Marginal Apto. 300,Brasil
83226388-749a-4d15-815a-bffd4db7a4b5,Helena Saraiva,01/11/1973 08:18:26,28/04/2023 21:44:38,Helena.Saraiva57@live.com,+55 (9) 7205-7815,341 Yago Rua Apto. 201,Brasil
abb8a545-cd53-4342-86c5-d9f259a48d1f,Marina Souza,21/08/2005 07:45:35,28/04/2023 01:34:22,Marina_Souza3@gmail.com,+55 (9) 3152-9156,3919 Franco Travessa Apto. 985,Brasil
012c53d2-8752-4c29-8ea1-7912a6ba8feb,Norberto Batista,18/02/1955 20:34:44,27/04/2023 16:23:51,Norberto.Batista@hotmail.com,+55 (9) 4896-2492,8945 Macedo Rua Lote 15,Brasil
42cd2bdf-269c-4f8d-93df-4ea1b3e252da,Leonardo Saraiva,31/10/1965 14:30:40,27/04/2023 02:16:37,Leonardo_Saraiva@gmail.com,+55 (9) 9695-7527,7386 Théo Rodovia Apto. 751,Brasil
4f22614c-d915-49f8-bf3c-7e9417fd3810,Enzo Carvalho,07/01/1972 14:02:59,28/04/2023 04:09:58,Enzo23@gmail.com,+55 (9) 4486-6833,096 Alessandro Travessa Apto. 380,Brasil
c6a0d42e-9a44-4df6-aa3d-6da5c9fe35bd,Janaína Xavier,14/12/2003 09:11:17,28/04/2023 19:33:17,Janana_Xavier@bol.com.br,+55 (9) 8403-2150,8304 Maria Cecília Rua Quadra 57,Brasil
30ecd370-db5d-4ac2-96d3-ed5479119c85,Beatriz Martins Neto,18/04/1983 19:23:13,27/04/2023 19:02:32,Beatriz_Martins@gmail.com,+55 (9) 2057-3859,6646 Silas Travessa Lote 06,Brasil
ac963c20-b9e5-4521-a19c-9186b4701c8f,Yasmin Carvalho,04/07/1959 05:51:49,28/04/2023 01:34:11,Yasmin85@yahoo.com,+55 (9) 6239-6856,24118 Heitor Avenida Lote 02,Brasil
ee56e2f2-5225-4ec2-aec2-0d809e898963,Salvador Silva,04/05/1986 03:48:32,28/04/2023 21:45:33,Salvador.Silva@bol.com.br,+55 (9) 1954-8836,30613 Costa Rua Quadra 97,Brasil
7c4d5126-1f27-4a2d-ba36-a670c6ff9302,Srta. Elisa Macedo Jr.,12/10/1998 19:17:48,28/04/2023 22:09:20,Elisa.Macedo@hotmail.com,+55 (9) 9298-7761,6500 Isabel Rodovia Apto. 985,Brasil
9b5763d3-9ca7-4e90-a111-082b5a870b42,Marina Saraiva,28/10/1952 18:15:43,28/04/2023 20:51:35,Marina40@hotmail.com,+55 (9) 7814-9249,074 Pereira Travessa Casa 8,Brasil
18e5d522-962d-41ab-8210-b304a234e2c4,Giovanna Costa,21/10/1956 00:06:29,28/04/2023 13:12:49,Giovanna23@bol.com.br,+55 (9) 6611-4060,532 Rafael Marginal Apto. 898,Brasil
6a32b3ad-7d10-4921-979f-754b992acc7e,Bernardo Moraes Neto,28/03/1965 21:22:26,28/04/2023 07:53:41,Bernardo_Moraes35@gmail.com,+55 (9) 6922-0006,194 Nogueira Travessa Sobrado 34,Brasil
7897477d-495d-453d-9ce7-c5fe3b220a47,Dra. Pablo Nogueira,17/08/1964 00:56:12,27/04/2023 05:47:50,Pablo.Nogueira97@gmail.com,+55 (9) 8879-5283,094 Kléber Avenida Apto. 055,Brasil
268d2534-d4b2-405e-8adb-51eb48ad43dc,Roberta Xavier,09/11/1970 18:42:00,28/04/2023 05:42:31,Roberta92@yahoo.com,+55 (9) 1469-4053,1284 Reis Travessa Apto. 820,Brasil
04d49e01-5ae2-4f8a-be19-ee87403016a0,Víctor Saraiva Neto,15/03/1995 02:59:47,28/04/2023 02:51:22,Vctor.Saraiva@yahoo.com,+55 (9) 5775-8598,7063 Saraiva Rodovia Casa 0,Brasil
c90ea42d-7f65-4544-b425-f06fa81fd596,Talita Pereira,23/01/1952 03:18:02,28/04/2023 18:43:50,Talita_Pereira45@hotmail.com,+55 (9) 3041-9735,372 Souza Marginal Lote 45,Brasil
9d8053bc-d22b-4309-8125-250873a3948e,Aline Albuquerque,26/10/1953 02:30:16,27/04/2023 17:56:25,Aline_Albuquerque@live.com,+55 (9) 5022-8257,293 Barros Avenida Sobrado 39,Brasil
e52b474c-07ce-4df1-89ae-8aa9c1409f0b,Morgana Santos,23/06/2000 14:53:45,28/04/2023 18:07:54,Morgana_Santos21@bol.com.br,+55 (9) 5983-7905,85122 Saraiva Alameda Apto. 555,Brasil
2c62bd5f-175a-4f8d-93da-a00dde773e1d,Lucas Barros,29/03/1989 08:11:44,27/04/2023 20:16:10,Lucas1@hotmail.com,+55 (9) 9135-4331,5676 Reis Alameda Lote 90,Brasil
787980ec-ad8a-490b-9fe7-d87a06b8ba6b,Arthur Souza,07/06/1993 21:30:15,27/04/2023 02:44:07,Arthur40@yahoo.com,+55 (9) 0143-2358,4456 Santos Travessa Apto. 672,Brasil
c0e90adb-070d-44af-a9e9-3e3d5c9a3dd7,Rafaela Batista,18/08/1952 09:29:32,27/04/2023 06:14:07,Rafaela.Batista@hotmail.com,+55 (9) 3849-7602,31605 Miguel Marginal Quadra 01,Brasil
135204f1-ad38-4c93-aad6-b20f12e92d7b,Maria Clara Moraes,07/11/1996 08:39:57,26/04/2023 23:00:38,MariaClara39@live.com,+55 (9) 5000-3458,68253 Reis Travessa Lote 13,Brasil
150709b8-523b-43ce-ac4d-df37d831a8e4,Yasmin Nogueira,01/05/1947 06:47:19,28/04/2023 10:30:01,Yasmin.Nogueira84@yahoo.com,+55 (9) 6500-7839,29736 Lorena Rua Quadra 98,Brasil
68cfbcf5-a7c9-4c80-8ce2-8f9d1599e790,Gabriel Souza,08/10/1973 02:33:11,28/04/2023 10:05:29,Gabriel_Souza28@live.com,+55 (9) 7226-3982,320 Reis Travessa Apto. 200,Brasil
70508846-5a08-4ec2-ab41-7c51147e8db3,Alice Santos,08/10/2001 03:22:08,27/04/2023 20:01:31,Alice_Santos99@bol.com.br,+55 (9) 9399-6607,971 Souza Travessa Quadra 91,Brasil
2143196a-9805-4165-baf3-d6daff949f8b,Marcos Costa,06/10/1987 00:46:21,28/04/2023 10:53:42,Marcos_Costa@yahoo.com,+55 (9) 7640-6076,61492 Roberta Rua Quadra 67,Brasil
597cf7fa-f790-4ef2-9dc5-57b43730efa6,Dra. Alessandro Barros,21/11/1990 11:11:40,27/04/2023 04:19:59,Alessandro41@live.com,+55 (9) 0739-4182,72351 Joana Rua Casa 6,Brasil
07d44377-fa77-42cc-8cd8-942804eebd90,Murilo Costa,09/03/1975 11:07:02,27/04/2023 01:22:03,Murilo_Costa@bol.com.br,+55 (9) 0019-1022,729 Moraes Rua Casa 8,Brasil
1693e10b-e46f-4de3-ae02-22c922f4e121,Antônio Reis,05/01/1971 08:37:16,27/04/2023 01:09:19,Antnio5@yahoo.com,+55 (9) 0299-2631,37254 Pereira Rua Quadra 39,Brasil
a2df3059-4a36-4d42-bca4-e807541b7115,Enzo Gabriel Pereira,23/02/1991 19:51:36,28/04/2023 17:07:56,EnzoGabriel3@gmail.com,+55 (9) 5390-9854,7384 Souza Avenida Casa 6,Brasil
6667c61d-b690-4bd1-b06b-893f19a510e6,Alice Martins,20/03/2004 16:53:42,28/04/2023 19:10:52,Alice.Martins@yahoo.com,+55 (9) 8094-0040,14932 Pereira Travessa Sobrado 15,Brasil
d5d2c83d-c78a-48ba-8d8c-9a70367d64f6,Bernardo Barros,15/09/1985 05:05:28,27/04/2023 18:42:37,Bernardo.Barros80@gmail.com,+55 (9) 2695-2489,0591 Saraiva Alameda Lote 01,Brasil
30e1ffb9-626a-4536-8ab9-23e1f6b3808a,Frederico Silva,17/05/1954 23:42:26,27/04/2023 07:37:15,Frederico_Silva@bol.com.br,+55 (9) 9024-4559,1170 Xavier Alameda Lote 72,Brasil
234e4dd6-b5c4-44ab-80d9-f9ce5d7aa27b,Bryan Saraiva,21/11/1954 19:11:47,27/04/2023 06:43:45,Bryan_Saraiva13@hotmail.com,+55 (9) 1102-4901,68012 Barros Rua Casa 8,Brasil
5d4d6156-c460-4ffc-a521-19b7e707fca0,Lara Moreira,06/07/1958 17:38:19,28/04/2023 19:23:48,Lara50@live.com,+55 (9) 6452-5770,0216 Yuri Travessa Lote 87,Brasil
037b5672-a216-4020-816c-ba9afd4789a9,Lívia Carvalho,11/03/1982 01:11:17,28/04/2023 07:59:36,Lvia.Carvalho@bol.com.br,+55 (9) 4339-8326,49274 Felipe Rodovia Casa 7,Brasil
b53275af-ad9f-4df1-80b6-5472ef2f12f5,Janaína Barros,20/11/1988 15:05:26,28/04/2023 06:33:33,Janana.Barros@bol.com.br,+55 (9) 0451-2494,216 Roberto Rodovia Sobrado 47,Brasil
8a1b5977-0bbc-4127-9c8b-3c6a1030fb23,Beatriz Moraes,11/03/1987 16:40:20,27/04/2023 16:34:18,Beatriz.Moraes37@yahoo.com,+55 (9) 9841-0570,9064 Albuquerque Rodovia Apto. 784,Brasil
51e33524-0619-4980-af51-3e7364208994,Lucca Barros,25/12/1998 23:56:35,26/04/2023 22:43:23,Lucca_Barros8@hotmail.com,+55 (9) 6133-3503,52767 Danilo Rodovia Lote 31,Brasil
57538da1-a203-4b0a-b992-41023fff3e4a,Sra. Joaquim Oliveira,12/06/1977 12:32:29,27/04/2023 10:00:22,Joaquim_Oliveira19@bol.com.br,+55 (9) 6208-0964,25624 Carvalho Rodovia Casa 0,Brasil
36075ad5-832b-48e3-b3cc-4b784b32133d,Dr. Janaína Batista Neto,10/06/2005 20:09:36,28/04/2023 16:31:35,Janana_Batista7@yahoo.com,+55 (9) 9030-5331,9218 Víctor Travessa Lote 64,Brasil
9d535e0e-a45e-4b7c-84c0-01fdedee4493,Frederico Moraes,06/05/1972 10:47:23,28/04/2023 05:46:27,Frederico_Moraes@bol.com.br,+55 (9) 8231-0578,709 Souza Avenida Apto. 917,Brasil
41ce61d7-0abd-4470-b069-58830c0b04a3,Cauã Pereira,07/07/1996 14:21:40,27/04/2023 21:18:14,Cau.Pereira19@live.com,+55 (9) 1466-4585,1260 Vicente Avenida Quadra 16,Brasil
826fbd57-abd9-4766-a2d1-f7012caf5387,Nataniel Braga,07/01/1997 20:57:59,26/04/2023 23:29:09,Nataniel_Braga@bol.com.br,+55 (9) 6026-1365,56911 Moraes Rodovia Sobrado 16,Brasil
e047aa9a-ed25-4d86-a083-f8743fb42398,Maria Júlia Santos,04/09/1944 00:34:40,27/04/2023 18:29:06,MariaJlia78@gmail.com,+55 (9) 5315-0724,77993 Isabela Travessa Casa 3,Brasil
d9ce9c37-5b0e-487a-bd37-d710079e84d1,Samuel Franco Neto,15/06/1994 08:36:31,28/04/2023 19:51:20,Samuel75@hotmail.com,+55 (9) 6779-1065,0047 Martins Travessa Lote 80,Brasil
a242e0c3-3e0c-4057-8887-c3ccf757485f,Larissa Martins,04/04/1995 21:09:57,28/04/2023 03:23:26,Larissa51@gmail.com,+55 (9) 7729-3104,18089 Roberto Marginal Quadra 15,Brasil
464a93e6-6392-4a11-94e8-95cd2dcbf1d2,Vicente Barros,05/06/1974 16:17:43,28/04/2023 13:30:28,Vicente_Barros@yahoo.com,+55 (9) 9082-7330,3521 Heloísa Avenida Lote 63,Brasil
99401e63-4480-4af1-9fa1-c71ef394d83e,Paulo Carvalho,08/02/1996 04:15:51,28/04/2023 00:28:40,Paulo_Carvalho71@live.com,+55 (9) 5668-7746,2259 Pablo Avenida Sobrado 29,Brasil
9678db14-c6a6-4a90-a996-6fff15c8cfbe,Srta. Larissa Moraes,21/02/1945 02:27:35,27/04/2023 18:50:13,Larissa.Moraes@gmail.com,+55 (9) 5373-2485,0388 Lorraine Marginal Casa 9,Brasil
b412b73e-8a72-4634-95ff-7ccba0b060bc,Davi Lucca Oliveira,08/03/1996 15:23:02,28/04/2023 17:32:58,DaviLucca30@live.com,+55 (9) 8614-8858,63254 Carvalho Rua Quadra 28,Brasil
711a517e-3f75-469f-a26a-0664587a7aa3,Eloá Nogueira Filho,30/08/1955 00:48:17,27/04/2023 17:51:54,Elo.Nogueira97@yahoo.com,+55 (9) 6651-9923,29636 Costa Rua Lote 18,Brasil
a1db68d7-e45b-4a03-b9c3-7799da362ae3,Dr. Hélio Silva,02/05/1986 17:43:32,28/04/2023 11:05:35,Hlio_Silva@live.com,+55 (9) 6078-6753,047 Braga Rua Sobrado 93,Brasil
9aa38c12-e146-4321-9237-6af31a23f5a2,Emanuel Carvalho,06/06/2000 11:28:20,28/04/2023 12:24:17,Emanuel43@yahoo.com,+55 (9) 4058-8894,85799 Silva Rodovia Sobrado 33,Brasil
c413eaac-6037-4f9d-99ac-49b712cc96d1,Dra. Marli Oliveira,17/07/1969 15:20:39,27/04/2023 04:25:54,Marli94@live.com,+55 (9) 9305-5454,2108 Albuquerque Marginal Apto. 306,Brasil
02a02aa8-7b7e-49a6-bab3-1d4dc1649f02,Samuel Franco,22/02/1954 15:30:32,28/04/2023 19:11:38,Samuel_Franco@bol.com.br,+55 (9) 4658-1901,8615 Silva Rua Apto. 121,Brasil
378e7eac-d157-40ff-b8cc-a0de9b629517,Antônio Albuquerque,04/06/1967 08:37:32,28/04/2023 06:04:01,Antnio34@live.com,+55 (9) 7122-3174,0797 Pereira Marginal Casa 4,Brasil
a34ad170-35d6-4eee-ab66-226079a98d70,Pietro Albuquerque Filho,03/08/1983 15:48:42,28/04/2023 00:00:20,Pietro.Albuquerque13@bol.com.br,+55 (9) 7370-5624,4551 Yasmin Avenida Apto. 628,Brasil
078ab7f1-d02e-47da-a02e-f34836495db2,Nataniel Macedo,21/03/1988 19:24:58,28/04/2023 15:33:02,Nataniel.Macedo@hotmail.com,+55 (9) 1384-3450,63189 Lorraine Rua Quadra 85,Brasil
fccbe756-dd0e-4526-be79-8bc13fe47dda,Rafaela Batista,16/08/1972 03:23:30,28/04/2023 21:00:00,Rafaela.Batista89@yahoo.com,+55 (9) 9708-1464,25191 Braga Travessa Sobrado 87,Brasil
697d9220-6c04-4cc4-aa70-9c6c1a3cf290,Manuela Saraiva,10/06/1953 06:51:10,26/04/2023 23:06:03,Manuela.Saraiva@gmail.com,+55 (9) 0794-0709,2287 Rafael Travessa Casa 7,Brasil
235c7b03-217c-4fee-83b8-48581ce4ce71,Laura Silva,03/09/1979 21:45:49,28/04/2023 13:04:20,Laura.Silva@gmail.com,+55 (9) 5090-9103,608 Felícia Avenida Quadra 69,Brasil
d6edad65-e16e-4878-9140-41b2998fcbaa,Célia Nogueira,19/08/1967 06:47:48,27/04/2023 09:18:57,Clia8@hotmail.com,+55 (9) 2799-5952,727 Nogueira Travessa Sobrado 21,Brasil
0ff5cdc5-a8b4-44f6-9b71-93d99132d4d6,Paulo Albuquerque,12/12/1981 17:10:12,28/04/2023 15:37:49,Paulo_Albuquerque83@live.com,+55 (9) 4299-4421,057 Franco Travessa Quadra 98,Brasil
05c9de93-2b6a-4e65-b743-311a18a717c6,Silas Oliveira,29/06/1948 00:13:43,28/04/2023 19:37:39,Silas_Oliveira63@hotmail.com,+55 (9) 3832-2198,82989 Emanuelly Rodovia Casa 8,Brasil
c12a35ae-0c0c-4f2d-8b91-0957f0450093,Heloísa Silva,19/11/1975 13:41:18,27/04/2023 12:02:26,Helosa85@bol.com.br,+55 (9) 3003-0010,93299 Moraes Alameda Sobrado 37,Brasil
42a496f1-3fff-4a3f-aa9e-52c626fc02ef,Dra. Davi Lucca Pereira,31/12/1957 12:57:03,28/04/2023 21:22:31,DaviLucca_Pereira@yahoo.com,+55 (9) 4876-5056,450 Maria Eduarda Rua Sobrado 34,Brasil
0a7bdb7c-e635-4066-8f7c-f9f277a31a68,Joana Macedo,20/09/1963 22:32:24,28/04/2023 04:55:39,Joana_Macedo40@yahoo.com,+55 (9) 2450-4463,36481 Gael Rua Lote 87,Brasil
eb725127-a4dd-43b3-9797-12d25a1c022e,Lucas Carvalho,10/03/1959 03:54:32,28/04/2023 09:16:09,Lucas.Carvalho17@yahoo.com,+55 (9) 7561-7406,95607 Franco Marginal Lote 84,Brasil
5b28042e-474b-4e3f-bddb-34ab22045dff,Benjamin Moraes,20/02/1996 07:05:09,27/04/2023 05:49:06,Benjamin3@hotmail.com,+55 (9) 8139-7388,82701 João Pedro Rodovia Casa 0,Brasil
d7673537-2ea3-4154-92d6-6fa5641a4f0a,Karla Barros,03/09/2000 14:03:57,27/04/2023 02:12:23,Karla_Barros4@live.com,+55 (9) 1660-2739,44235 Lorenzo Travessa Sobrado 49,Brasil
1d3b2f86-7947-4e8c-9924-1aa2c1e950c7,Janaína Oliveira Jr.,27/02/1949 18:50:03,27/04/2023 07:52:43,Janana41@gmail.com,+55 (9) 1879-9711,57868 Leonardo Marginal Apto. 097,Brasil
10ae4091-bb10-4610-bf7b-76690daf6a57,Roberto Albuquerque,20/04/1958 00:34:29,27/04/2023 01:26:52,Roberto21@yahoo.com,+55 (9) 9270-7859,80057 Santos Rodovia Quadra 07,Brasil
